material_id,material_name,material_type,strength_mpa,weight_capacity_kg,biodegradability_score,co2_emission_score,recyclability_percent,cost_per_kg,strength_mpa_normalized,weight_capacity_kg_normalized,biodegradability_score_normalized,co2_emission_score_normalized,recyclability_percent_normalized,cost_per_kg_normalized,material_type_encoded,co2_impact_index,cost_efficiency_index,material_suitability_score
22,Hemp Paper Industrial,Paper,32.15,3.67,84,1.05,77,54.32,-1.0022745295047464,-0.2480318768542102,0.7808920133544595,-1.138197691935181,0.8832113157611917,-1.592049973185893,6,74.88,64.42,68.53
23,Flax-based Container,Fiber,40.23,4.15,80,1.35,72,78.56,-0.14114801442687291,0.07461121498866534,0.4881489905411664,-0.6227096068196096,0.3036763316659219,-0.5203703235868625,3,67.7,48.54,67.65
24,Reed Weave Tray,Fiber,29.45,3.92,79,1.42,68,64.23,-1.2900272016223524,-0.07998859985271266,0.4149632348378431,-0.5024290536259766,-0.15995165561029395,-1.1539169151196227,3,66.03,57.93,62.03
25,Recycled Polyester Fabric,Plastic,55.67,7.45,40,2.68,74,98.45,1.5043709698308463,2.292782471408432,-2.4392812375917647,1.662620903859424,0.5354903253040298,0.35899057701234194,7,35.89,35.51,57.65
26,Bio-based PE Low Density,Bioplastic,48.32,3.28,73,2.12,59,116.78,0.7210442512884736,-0.5101793889765464,-0.024151299382096557,0.7003764783103571,-1.2031146269817796,1.1693819952116087,1,49.28,23.51,62.38
27,Lignin Composite Board,Composite,51.23,4.82,62,1.88,64,95.34,1.0311776867930045,0.5249671973526786,-0.8291946121186526,0.28798601021789955,-0.6235796428865098,0.22149372427913303,2,55.02,37.55,60.96
28,Calcium Carbonate Filler,Composite,43.45,4.12,58,2.35,61,87.67,0.20202369083931,0.054446021748485465,-1.1219376349319456,1.0955840102322951,-0.9713006333436717,-0.1176062308538936,2,43.78,42.58,55.54
29,Recycled Cotton Padding,Fiber,37.82,5.34,85,1.18,81,69.45,-0.39799391805777296,0.8744972135157931,0.8540777690577828,-0.9148195217184337,1.3468393030374075,-0.9231344163198314,3,71.77,54.51,72.44
30,Plant-based Resin Coating,Bio,46.73,2.95,77,1.65,66,102.34,0.5515898999303274,-0.7319965146185229,0.2685917234311965,-0.1072215217040385,-0.3917656492484019,0.5309721709455197,0,60.53,32.97,66.24
31,Mycelium Packaging Material,Bio,47.56,3.67,80,1.42,65,93.45,0.640047202840555,-0.2480318768542102,0.4881489905411664,-0.5024290536259766,-0.5076726460674559,0.1379345436792086,0,66.03,38.79,67.32
32,Potato Starch Film Biodegradable,Bio,24.32,2.18,78,1.55,52,82.67,-1.8367572786458042,-1.2495698077831352,0.34177747913451983,-0.27905088340922873,-2.0144636047151576,-0.33866226418702694,0,62.92,45.85,53.5
33,Coconut Husk Fiber Pad,Fiber,38.45,4.75,83,1.25,73,71.23,-0.3308516278969979,0.4779150797922591,0.7077062576511363,-0.7945389685248002,0.41958332848497587,-0.8444384684532359,3,70.1,53.34,68.65
34,Recycled Glass Powder,Composite,49.87,3.45,45,2.78,75,110.56,0.8862356000967287,-0.3959099606155278,-2.0733524590751484,1.8344502655646138,0.6513973221230838,0.8943882897451909,2,33.49,27.58,58.1
35,Bio-PE from Sugarcane,Bioplastic,45.23,2.92,74,1.95,60,119.45,0.391727304309435,-0.7521617078587027,0.04903445632122672,0.408266563411533,-1.0872076301627256,1.2874259170115019,1,53.35,21.76,62.14
36,Bagasse Pulp Board,Paper,31.67,3.28,87,0.98,82,56.78,-1.0534305601034315,-0.5101793889765464,1.0004492804644294,-1.2584782451288146,1.4627462998564615,-1.4832904047859914,6,76.56,62.81,71.57
37,Casein-based Protein Coating,Bio,43.92,3.12,76,1.72,67,98.23,0.2521139708005228,-0.6177270862575046,0.19540596772787328,0.013059031489594945,-0.27585865242934793,0.3492641115456841,0,58.85,35.66,65.3
38,Chitin from Shellfish,Bio,39.28,2.87,75,1.85,64,108.34,-0.24239432498677096,-0.7857703632590021,0.12222021202455,0.23643720170634278,-0.6235796428865098,0.7962394109452797,0,55.74,29.04,62.13
39,Chitosan Film Natural,Bio,41.45,2.45,77,1.68,68,105.67,-0.011126436655213167,-1.068083068621518,0.2685917234311965,-0.05567271319248131,-0.15995165561029395,0.6781954891453864,0,59.81,30.79,65.26
40,Seaweed-Calcium Composite,Bio,47.23,3.82,81,1.38,71,99.45,0.6048774318039581,-0.14720591065331173,0.5613347462444896,-0.5711607983080528,0.18776933484686795,0.4032017836789686,0,66.99,34.86,70.01
41,Gelatin-based Wrapper,Bio,35.67,2.23,73,1.92,59,112.34,-0.6271303051143852,-1.2159611523828358,-0.024151299382096557,0.3567177548999758,-1.2031146269817796,0.9730842376117864,0,54.07,26.42,58.12
42,Protein Film Edible,Bio,38.45,1.98,74,1.78,62,117.56,-0.3308516278969979,-1.3840044293843332,0.04903445632122672,0.11615664851270932,-0.8553936365246178,1.2038667364115776,0,57.42,23.0,60.65
43,Cellulose Nanofiber,Composite,52.34,3.67,64,2.05,63,91.23,1.1494760075524655,-0.2480318768542102,-0.682823100712006,0.5800959251167233,-0.7394866397055638,0.039785664879297446,2,50.96,40.24,61.73
44,Wood Pulp Composite,Composite,48.56,4.23,61,1.98,62,88.45,0.7466222665878166,0.1283850636291446,-0.9023803678219758,0.4598153719230902,-0.8553936365246178,-0.08312148965392474,2,52.63,42.06,58.86
45,Recycled Paper Mixed Fiber,Paper,27.89,3.45,88,0.96,79,51.67,-1.4562843010680804,-0.3959099606155278,1.0736350361677527,-1.2928441174698526,1.1150253093992997,-1.7092096708524536,6,77.03,66.16,69.5
46,Soy-based Plastic,Bioplastic,44.12,2.78,72,2.18,57,121.34,0.2734289835499747,-0.8462659429795414,-0.09733705508541983,0.8034740953334715,-1.4349286206198877,1.3709850976114264,1,47.85,20.52,59.76
47,Algae Fiber Board,Fiber,42.67,4.32,82,1.32,74,76.78,0.11889514111644583,0.1888806433496836,0.634520501947813,-0.6742584153311668,0.5354903253040298,-0.599066271453458,3,68.42,49.71,70.08
48,Cork Fiber Blend,Composite,46.23,4.67,66,1.88,59,102.45,0.49830236805669653,0.4241412311517799,-0.5364515893053595,0.28798601021789955,-1.2031146269817796,0.5358354036788486,2,55.02,32.89,58.87
49,Potato Fiber Padding,Fiber,36.78,5.12,84,1.22,80,68.34,-0.5088319843549249,0.7266191297544755,0.7808920133544595,-0.8460877770363574,1.2309323062183537,-0.972208855719787,3,70.81,55.24,71.29
50,Grass-Based Board Material,Paper,28.45,3.87,86,1.08,78,53.45,-1.396602265369614,-0.11359725525301205,0.9272635247611061,-1.0866488834236239,0.9991183125802457,-1.6305137229858582,6,74.16,64.99,68.49
51,Mushroom Mycelium Foam,Bio,46.92,3.45,78,1.48,64,94.23,0.5718391620423076,-0.3959099606155278,0.34177747913451983,-0.3993314366028622,-0.6235796428865098,0.17241928487917746,0,64.59,38.28,65.91
52,Cassava Starch Film,Bio,23.87,2.34,79,1.62,51,83.45,-1.8847160573320718,-1.142022110502177,0.4149632348378431,-0.1587703302155953,-2.1303706015342114,-0.3041775229870581,0,61.24,45.34,53.35
53,Cocoa Pod Husk Fiber,Fiber,39.23,4.28,82,1.28,72,70.56,-0.2477230781741345,0.16199371902944396,0.634520501947813,-0.742990160013243,0.3036763316659219,-0.8740599769198758,3,69.38,53.78,68.12
54,Recycled Textile Fiber,Plastic,54.32,6.87,41,2.52,72,97.34,1.3604946337720432,1.9029220687649582,-2.366095481888441,1.3876939251311189,0.3036763316659219,0.30991613761238634,7,39.71,36.24,56.8
55,Bio-PE Standard Grade,Bioplastic,45.67,3.12,73,2.05,58,118.67,0.43862033235823056,-0.6177270862575046,-0.024151299382096557,0.5800959251167233,-1.3190216238008337,1.2529411758115332,1,50.96,22.27,61.09
56,Sugarcane Bagasse Pulp,Paper,30.12,3.56,87,0.99,81,55.23,-1.218621908911687,-0.321970918734869,1.0004492804644294,-1.2412953089582954,1.3468393030374075,-1.551817775119263,6,76.32,63.82,70.65
57,Natural Latex Coating,Composite,41.45,4.15,67,2.22,61,109.45,-0.011126436655213167,0.07461121498866534,-0.4632658336020362,0.8722058400155477,-0.9713006333436717,0.8453138503452353,2,46.89,28.31,58.46
58,Crustacean Shell Chitin,Bio,40.23,3.02,74,1.88,63,106.78,-0.14114801442687291,-0.6849443970581036,0.04903445632122672,0.28798601021789955,-0.7394866397055638,0.727269928545342,0,55.02,30.06,61.65
59,Seaweed Polysaccharide,Bio,43.78,3.28,80,1.42,70,100.34,0.23719346187590612,-0.5101793889765464,0.4881489905411664,-0.5024290536259766,0.07186233802781399,0.44254975761226634,0,66.03,34.28,68.05
60,Fruit Waste Fiber Composite,Fiber,37.45,4.82,83,1.35,75,69.67,-0.43742669164425946,0.5249671973526786,0.7077062576511363,-0.6227096068196096,0.6513973221230838,-0.9134079508531736,3,67.7,54.37,69.12
61,Corn Husks Compressed,Paper,29.67,3.72,85,1.12,77,54.56,-1.2665806875979546,-0.2144232214539105,0.8540777690577828,-1.0179171387415478,0.8832113157611917,-1.5814392835859026,6,73.21,64.26,68.1
62,Rice Straw Fiber Board,Fiber,38.92,4.45,81,1.38,71,73.45,-0.28076134793578505,0.2762631473904622,0.5613347462444896,-0.5711607983080528,0.18776933484686795,-0.7462895896533248,3,66.99,51.89,67.21
63,Coconut Coir Mat,Fiber,41.23,4.78,80,1.32,73,75.23,-0.03457295067961135,0.498080273032439,0.4881489905411664,-0.6742584153311668,0.41958332848497587,-0.6675936417867292,3,68.42,50.72,68.39
64,Recycled Nylon Fiber,Plastic,56.78,7.23,39,2.65,73,99.56,1.6226692905903066,2.1449043876471148,-2.512466993295088,1.6110720953478663,0.41958332848497587,0.40806501641229753,7,36.6,34.79,57.23
65,Bio-Polybutylene Succinate,Bioplastic,46.34,2.98,71,2.12,56,120.45,0.510025625068896,-0.7118313213783433,-0.17052281078874312,0.7003764783103571,-1.5508356174389415,1.3316371236781286,1,49.28,21.1,59.71
66,Wheat Straw Board,Paper,27.23,3.34,87,1.05,79,52.34,-1.526623843141273,-0.46984900249618694,1.0004492804644294,-1.138197691935181,1.1150253093992997,-1.6795881623858138,6,74.88,65.72,68.88
67,Soy Protein Coating,Bio,42.45,2.92,72,1.78,65,114.67,0.0954486270920484,-0.7521617078587027,-0.09733705508541983,0.11615664851270932,-0.5076726460674559,1.0760963491450264,0,57.42,24.89,62.4
68,Shrimp Shell Derivative,Bio,39.87,3.15,73,1.92,62,107.23,-0.17951503737588703,-0.597561893017325,-0.024151299382096557,0.3567177548999758,-0.8553936365246178,0.7471649715453241,0,54.07,29.76,60.73
69,Kelp-based Film,Bio,44.56,2.78,79,1.55,69,101.45,0.3203220115987703,-0.8462659429795414,0.4149632348378431,-0.27905088340922873,-0.04404465879123998,0.49162419701222193,0,62.92,33.55,67.51
70,Pineapple Leaf Fiber,Fiber,40.12,4.67,81,1.28,72,71.89,-0.15287127143907164,0.4241412311517799,0.5613347462444896,-0.742990160013243,0.3036763316659219,-0.8152590720532624,3,69.38,52.91,68.02
71,Banana Stem Fiber,Fiber,38.67,4.92,82,1.32,74,72.34,-0.3074051138726005,0.5921845081532774,0.634520501947813,-0.6742584153311668,0.5354903253040298,-0.7953640290532803,3,68.42,52.62,68.73
72,Flax Seed Resin,Composite,49.23,3.98,63,2.08,61,93.67,0.8180275592984813,-0.03965821337235322,-0.7560088564153293,0.6316447336282809,-0.9713006333436717,0.1476610091458664,2,50.24,38.65,59.48
73,Sunflower Husk Material,Fiber,37.89,4.45,83,1.25,75,70.45,-0.3905336635954646,0.2762631473904622,0.7077062576511363,-0.7945389685248002,0.6513973221230838,-0.8789232096532048,3,70.1,53.85,69.27
74,Recycled PET Clear,Plastic,53.45,8.12,43,2.48,72,95.78,1.2677743283119258,2.743138453772445,-2.219723970481795,1.3189621804490426,0.3036763316659219,0.24094665521244865,7,40.67,37.26,57.3
75,Bio-PCL Polymer,Bioplastic,47.67,2.87,70,2.15,55,119.23,0.6517704598527537,-0.7857703632590021,-0.24370856649206638,0.7519252868219138,-1.6667426142579955,1.277699451544844,1,48.56,21.9,59.36
76,Hemp Hurd Filler,Composite,44.32,4.23,65,1.95,64,92.45,0.29474399629942727,0.1283850636291446,-0.6096373450086827,0.408266563411533,-0.6235796428865098,0.09372333701258193,2,53.35,39.44,59.83
77,Pea Protein Film,Bio,36.45,2.45,75,1.82,66,110.56,-0.5440017553915211,-1.068083068621518,0.12222021202455,0.1848883931947856,-0.3917656492484019,0.8943882897451909,0,56.46,27.58,61.98
78,Mollusk Shell Powder,Composite,48.23,3.82,46,2.72,68,112.34,0.7114524955512197,-0.14720591065331173,-2.000166703371825,1.7313526485415,-0.15995165561029395,0.9730842376117864,2,34.93,26.42,55.15
79,Brown Algae Extract,Bio,42.78,3.12,78,1.58,68,103.67,0.13061839812864454,-0.6177270862575046,0.34177747913451983,-0.22750207489767155,-0.15995165561029395,0.5897730758121331,0,62.2,32.1,66.11
80,Palm Leaf Plate Material,Fiber,39.45,4.67,80,1.38,71,72.56,-0.22427656414973632,0.4241412311517799,0.4881489905411664,-0.5711607983080528,0.18776933484686795,-0.7856375635866225,3,66.99,52.47,66.99
81,Water Hyacinth Weave,Fiber,36.12,4.32,81,1.42,70,68.45,-0.579171526428118,0.1888806433496836,0.5613347462444896,-0.5024290536259766,0.07186233802781399,-0.9673456229864581,3,66.03,55.16,65.87
82,Birch Bark Fiber,Fiber,40.87,4.78,82,1.28,72,74.23,-0.07293997362862546,0.498080273032439,0.634520501947813,-0.742990160013243,0.3036763316659219,-0.7118048484533559,3,69.38,51.38,68.67
83,Yak Wool Padding,Fiber,43.23,5.45,79,1.52,73,82.34,0.1785771768149118,0.9484362553964523,0.4149632348378431,-0.3305996919207859,0.41958332848497587,-0.3532519623870137,3,63.64,46.07,68.66
84,Recycled ABS Plastic,Plastic,57.34,7.67,38,2.58,71,101.23,1.6823513262887733,2.44066055516975,-2.5856527489984114,1.4907915421542333,0.18776933484686795,0.48189773154556415,7,38.28,33.69,56.21
85,Polylactic Acid Standard,Bioplastic,44.23,2.67,74,2.22,59,121.67,0.28515224056217336,-0.9202049848602002,0.04903445632122672,0.8722058400155477,-1.2031146269817796,1.385574795811413,1,46.89,20.31,61.4
86,Spent Coffee Ground Filler,Composite,41.56,3.98,64,2.12,62,89.45,0.0005968203569855457,-0.03965821337235322,-0.682823100712006,0.7003764783103571,-0.8553936365246178,-0.038910282987298074,2,49.28,41.41,57.7
87,Whey Protein Coating,Bio,38.92,2.78,73,1.88,67,115.23,-0.28076134793578505,-0.8462659429795414,-0.024151299382096557,0.28798601021789955,-0.27585865242934793,1.1008546248783375,0,55.02,24.52,62.41
88,Crab Shell Waste,Bio,40.34,3.45,75,1.95,64,108.56,-0.12942475741467346,-0.3959099606155278,0.12222021202455,0.408266563411533,-0.6235796428865098,0.8059658764119375,0,53.35,28.89,62.49
89,Red Algae Agar,Bio,45.67,3.02,78,1.52,69,104.34,0.43862033235823056,-0.6849443970581036,0.34177747913451983,-0.3305996919207859,-0.04404465879123998,0.619394584278773,0,63.64,31.66,67.49
90,Teak Leaf Material,Fiber,41.92,4.98,80,1.35,71,73.67,0.038963843305999654,0.6325148946336371,0.4881489905411664,-0.6227096068196096,0.18776933484686795,-0.7365631241866669,3,67.7,51.75,67.82
91,Recycled LDPE Film,Plastic,52.78,7.92,42,2.62,72,98.45,1.1963690356012604,2.6087038321712477,-2.292909726185118,1.5595232868363094,0.3036763316659219,0.35899057701234194,7,37.32,35.51,56.68
92,Chitosan Coating Spray,Bio,43.45,2.98,74,1.78,65,113.78,0.20202369083931,-0.7118313213783433,0.04903445632122672,0.11615664851270932,-0.5076726460674559,1.0367483752117286,0,57.42,25.47,63.54
93,Date Palm Fiber,Fiber,39.67,4.45,82,1.32,74,71.34,-0.2008300501253389,0.2762631473904622,0.634520501947813,-0.6742584153311668,0.5354903253040298,-0.839575235719907,3,68.42,53.27,69.07
94,Typha Cattail Board,Paper,26.45,3.28,86,1.1,78,51.23,-1.6097523928641373,-0.5101793889765464,0.9272635247611061,-1.0522830110825858,0.9991183125802457,-1.7286626017857696,6,73.68,66.44,67.82
95,Cattail Fiber Composite,Fiber,37.23,4.67,81,1.38,73,69.56,-0.46087320566865764,0.4241412311517799,0.5613347462444896,-0.5711607983080528,0.41958332848497587,-0.9182711835865025,3,66.99,54.44,67.44
96,Kapok Fiber Padding,Fiber,35.89,5.23,83,1.22,81,67.45,-0.6036837910899878,0.8005581716351347,0.7077062576511363,-0.8460877770363574,1.3468393030374075,-1.0115568296530848,3,70.81,55.82,70.99
97,Abaca Leaf Fiber,Fiber,42.34,4.12,80,1.42,71,74.89,0.0837253700798497,0.054446021748485465,0.4881489905411664,-0.5024290536259766,0.18776933484686795,-0.6826254520533824,3,66.03,50.95,67.96
98,Water Chestnut Husk,Fiber,38.45,4.78,82,1.28,75,70.12,-0.3308516278969979,0.498080273032439,0.634520501947813,-0.742990160013243,0.6513973221230838,-0.8935129078531915,3,69.38,54.07,69.05
99,Sisal Twine Wrap,Fiber,41.67,4.32,81,1.35,72,73.23,0.012320077369184258,0.1888806433496836,0.5613347462444896,-0.6227096068196096,0.3036763316659219,-0.7560160551199826,3,67.7,52.03,68.54
100,Jute Geotextile,Fiber,40.23,4.65,80,1.4,70,72.45,-0.14114801442687291,0.4106977689916604,0.4881489905411664,-0.5367949259670147,0.07186233802781399,-0.7905007963199514,3,66.51,52.54,66.85
